f1,f2,f3,target
0.0,1.0,0.04967141530112327,1.0496714153011233
0.009999833334166664,0.9998875021093592,0.0061722365762146136,1.0160595720197405
0.01999866669333308,0.9995500337489875,0.10475818799670342,1.1243068884390242
0.02999550020249566,0.9989876708478425,0.21226699212024713,1.2412501631705852
0.03998933418663416,0.9982005399352042,0.0564993564968391,1.0946892306186773
0.04997916927067833,0.9971888181122075,0.0764197209519101,1.123587708334796
0.059964006479444595,0.9959527330119943,0.2776334888396585,1.3335502283310974
0.06994284733753277,0.9944925627484974,0.21628658755952737,1.2807219976455577
0.0799146939691727,0.9928086358538663,0.11237076802075077,1.1850940978437898
0.08987854919801104,0.9909013312045479,0.23328557778442066,1.3140654581869797
0.09983341664682815,0.9887710779360422,0.152327561513815,1.2409320560966854
0.10977830083717481,0.9864183553463477,0.17165664772384365,1.2678533039073663
0.11971220728891936,0.9838436927881214,0.261898853583738,1.3654547536607788
0.12963414261969486,0.9810476695495772,0.06575252742637533,1.1764343395956474
0.1395431146442365,0.9780309147241483,0.10386386531281047,1.2214378946811952
0.14943813247359922,0.9747941070689433,0.23929145373724228,1.363523693279785
0.15931820661424598,0.9713379748520296,0.2132834485826754,1.3439396300489508
0.16918234906699603,0.9676632956885756,0.3649118254003418,1.5017574701559135
0.17902957342582418,0.9637708963658905,0.26147182572296884,1.4042722955146836
0.18885889497650057,0.9596616526574011,0.22969009927945352,1.3782106469133553
0.19866933079506122,0.955336489125606,0.5359832192008059,1.689989039121473
0.20845989984609956,0.9507963789140532,0.38518282301091655,1.5444391017710695
0.21822962308086932,0.946042343528387,0.432692285534792,1.5969642521440481
0.2279775235351884,0.941075452606513,0.3014732883441741,1.4705262644858754
0.23770262642713458,0.9358968236779348,0.4073409030889646,1.580940353194034
0.24740395925452294,0.9305076219123143,0.4905177975751896,1.6684293787420268
0.2570805518921551,0.924909059857313,0.38178078010150646,1.5637703918509747
0.26673143668883115,0.9191023971657747,0.5517057934876802,1.737539627342286
0.27635564856411376,0.9130889403123083,0.4711223289290029,1.660566917805425
0.28595222510483553,0.9068700422993367,0.5188545618125459,1.7116768292167182
0.29552020666133955,0.900447102352677,0.5044718121720957,1.7004391211861123
0.3050586364434435,0.8938215656067205,0.7662629789881988,1.9651431810383628
0.31456656061611776,0.8869949227792842,0.5958457188885987,1.7974072022840004
0.32404302839486837,0.8799687098362042,0.5073457590778437,1.7113574973089163
0.3334870921408144,0.8727445076457513,0.7110475152287875,1.917279115015353
0.3428978074554514,0.8653239416229412,0.5221333222405888,1.7303550713189815
0.35227423327508994,0.8577086813638242,0.6802710314719487,1.8902539461108627
0.361615431964962,0.8499004402698316,0.4783208992401675,1.6898367714749611
0.3709204694129827,0.8419009751622687,0.5561028402207082,1.7689242847959596
0.3801884151231614,0.8337120858870376,0.7229655427873226,1.9368660437975218
0.3894183423086505,0.8253356149096783,0.7912027488990638,2.0059567061173924
0.39860932798442295,0.8167734469008229,0.748282657845893,1.9636654327311387
0.40776045305957015,0.8080275083121519,0.7330782917320352,1.9488662531037573
0.41687080242921076,0.7990997669429512,0.7277321933363481,1.94370276270851
0.4259394650659996,0.7899922314973652,0.6228866798622266,1.8388183764255914
0.43496553411123023,0.7807069511324469,0.7113424887880125,1.9270149740316898
0.4439481069655198,0.7712460149971067,0.7495377429403873,1.9647318649030139
0.45288628537906833,0.7616115517620617,0.913270323027006,2.127768160168136
0.46177917554148284,0.751805729140895,0.8535533972578444,2.067138301940222
0.470625888171158,0.7418307534023282,0.6541933549556971,1.8666499965291834
0.479425538604203,0.7316888688738209,0.873879381747376,2.0849937892254
0.4881772468829075,0.7213823574366063,0.8135997939077313,2.023159398227245
0.49688013784373675,0.7109135380122773,0.7947120272127426,2.0025057030687563
0.5055333412048469,0.7002847660410397,0.933523111229073,2.13934121847496
0.5141359916531131,0.6894984329517471,0.9850577591345426,2.188692183739403
0.5226872289306592,0.6785569656238399,0.9843353719730553,2.1855795665275544
0.5311861979208834,0.6674628258413081,0.8161786898542412,2.0148277136164325
0.5396320487339693,0.6562185097387998,0.8777122585307618,2.073562817003531
0.5480239367918736,0.6448265472400012,0.9499294519121233,2.142779935943998
0.5563610229127838,0.6332895014884152,1.0221605251202561,2.2118110495214554
0.5646424733950354,0.6216099682706645,0.8841216621826973,2.070374103848397
0.5728674601004813,0.6097905754324502,0.9205334586526859,2.1031914941856176
0.5810351605373051,0.5978339822872982,0.8351505020489361,2.0140196448735397
0.5891447579422695,0.585742879018225,0.8324696791824486,2.007357316142943
0.5971954413623921,0.5735199860724567,1.0392684425286447,2.2099838699634935
0.6051864057360395,0.5611680535493414,1.0991821882742752,2.265536647559656
0.6131168519734338,0.5486898605815875,0.9615140879602319,2.1233208005152533
0.6209859870365597,0.5360882147099709,1.0738378314845218,2.2309120332310526
0.6287930240184686,0.5233659512516495,1.0140282049400797,2.1661871802101977
0.636537182221968,0.5105259326622302,0.9173415549118473,2.064404669796046
0.6442176872376911,0.49757104789172696,1.0215892905393016,2.1633780256687194
0.6518337710215366,0.48450421173456026,1.1424554194983167,2.2787934022544136
0.6593846719714731,0.47132836417373997,0.9878757442806912,2.1185887804259043
0.6668696350036979,0.45804646971938234,1.1503327289930456,2.275248833716126
0.674287911628145,0.44466151674170695,0.7339063341286656,1.8528557624985176
0.6816387600233341,0.4311765167986662,1.0796852370415768,2.1925005138635774
0.6889214451105513,0.4175945039583582,1.0074148507994,2.1139307998683097
0.6961352386273567,0.40391853411637296,0.9696250955588923,2.069678868302622
0.7032794192004103,0.3901516843082303,1.0091177978835166,2.102548901392157
0.7103532724176078,0.3762970520170581,0.8012007550386508,1.8878510794733168
0.7173560908995228,0.3623577544766736,0.977606414257754,2.0573202596339506
0.7242871743701426,0.34833692797021715,1.0345010006216986,2.1071251029620583
0.7311458297268959,0.3342377271245026,1.1453957857933252,2.2107793426447238
0.7379313711099628,0.3200633242002401,0.944196968089172,2.002191663399375
0.7446431199708593,0.30581690837828934,0.9131938419087572,1.9636538702579056
0.7512804051402927,0.29150168504210905,0.9414891060940149,1.9842711962764168
0.757842562895277,0.2771208750565576,1.080429977774909,2.1153934157267438
0.7643289370255051,0.26267771404321355,1.018594289801522,2.0456009408702407
0.7707388788989693,0.24817545165237312,0.9291782967609146,1.948092627312257
0.7770717475268238,0.233617350831893,1.0295233501193803,2.0402124484780972
0.7833269096274834,0.21900668709304172,0.9835553858129992,1.9858889825335244
0.7895037396899505,0.20434674777352183,1.0659736279337453,2.0598241153972174
0.795601620036366,0.18964083129783446,0.8937776867647128,1.8790201380989133
0.8016199408837772,0.17489224643514614,0.9257050684191374,1.9022172557380608
0.8075581004051143,0.16010431155483126,0.9133653789583795,1.881027790918325
0.8134155047893737,0.14528035387985133,0.7999485928742026,1.7586444515434279
0.8191915683009983,0.13042370873814554,0.9692575013917826,1.9188727784309263
0.8248857133384501,0.11553771881219457,0.9587205412401895,1.8991439733908342
0.8304973704919705,0.10062573338693173,0.9257228664524143,1.8568459703313165
0.8360259786005205,0.08569110759616867,0.8939792419442951,1.8156963281409844
0.8414709848078965,0.0707372016677029,0.7677603526206402,1.6799685390962398
0.8468318446180152,0.055767380167282464,0.8587286592460913,1.761327884031389
0.852108021949363,0.040785011241591035,0.8576571993007026,1.7505502324916566
0.8572989891886034,0.025793465860430936,0.8024796238938121,1.6855720789428466
0.8624042272433384,0.010796117058267392,0.8570044083409155,1.7302047526425213
0.867423225594017,-0.0042036608246882635,0.9036144523303276,1.7668340170996562
0.8723554823449863,-0.019202492901692427,1.0415590716739291,1.894712061117223
0.8772005042746817,-0.03419700449880384,0.8597882129198295,1.7027917126957073
0.8819578068849475,-0.04918382191417033,0.8571384998509595,1.6899124848217366
0.8866269144494873,-0.06415957317709904,0.8126593560447574,1.6351266973171454
0.8912073600614354,-0.07912088880673386,0.6166192822896859,1.4287057535443874
0.8956986856800476,-0.09406440257017613,0.7939140846911649,1.5955483678010363
0.9001004421765051,-0.10898675223987112,0.7903389460785225,1.5814526360151566
0.904412189378826,-0.12388458035009654,1.0180768732686543,1.7986044822973837
0.9086334961158833,-0.13875453495237755,0.7396446117028095,1.5095235728663152
0.9127639402605211,-0.1535932703696604,0.7758599464100813,1.535030616300942
0.9168031087717669,-0.16839744794907702,0.7287602670597271,1.477165927882417
0.9207505977361357,-0.18316373681312628,0.6015969893071731,1.3391838502301825
0.9246060124080203,-0.197888814609109,0.8186930472216782,1.5454102450205895
0.9283689672491666,-0.21256936825664166,0.7652682868256139,1.4810678858181388
0.9320390859672263,-0.2272020946930869,0.7545663752554557,1.4594033665295951
0.935616001553386,-0.24178370161672802,0.5696424557997268,1.2634747557363848
0.9390993563190676,-0.2563109082275225,0.7857144294279808,1.468502877519526
0.9424888019316975,-0.27078044596526957,0.4898455237166641,1.161553879683092
0.945783999449539,-0.28518905924502064,0.6730599671857388,1.3336549073902573
0.9489846193555862,-0.29953350618957414,0.8175177066849543,1.4669688198509663
0.9520903415905158,-0.31381055935888225,0.483277017011013,1.1215567992426465
0.9551008555846923,-0.3280170064762132,0.5093264574884256,1.136410306596905
0.9580158602892249,-0.3421496511508982,0.5593205729358907,1.1751867820742175
0.9608350642060727,-0.3562053135975072,0.4821873421440012,1.0868170927525667
0.963558185417193,-0.3701808313512869,0.3604350287148509,0.953812382780757
0.966184951612734,-0.384073059979701,0.5051179398924412,1.0872298315254743
0.9687151001182652,-0.397878873789916,0.37459224361603777,0.9454284699443871
